,day_number,weekday,daily_light_mean,daily_steps,quarter,user_id
9,10,1,11.170391,3996,2,8e749c85
10,11,2,21.128283,3568,2,8e749c85
11,12,3,9.757246,4271,2,8e749c85
12,13,4,6.006843,2531,2,8e749c85
13,14,5,10.14293,2644,2,8e749c85
14,15,6,7.675849,3341,2,8e749c85
15,16,7,9.340457,1080,2,8e749c85
16,17,1,0.5140676,2,2,8e749c85
17,18,2,0.86060333,0,2,8e749c85
18,19,3,1.3568304,0,2,8e749c85
19,20,4,2.112258,0,2,8e749c85
20,21,5,2.5656161,0,2,8e749c85
21,22,6,3.1114357,0,2,8e749c85
22,23,7,3.960706,0,2,8e749c85
0,1,1,16.408298,1756,4,b08f0ca4
1,2,2,8.664156,3151,4,b08f0ca4
2,3,3,19.663042,5353,4,b08f0ca4
3,4,4,21.543488,3595,4,b08f0ca4
4,5,5,10.588091,3905,4,b08f0ca4
5,6,6,12.241272,5025,4,b08f0ca4
6,7,7,7.1196156,3993,4,b08f0ca4
7,8,1,27.09985,5964,4,b08f0ca4
8,9,2,19.682137,3598,4,b08f0ca4
9,10,3,23.711765,3892,4,b08f0ca4
10,11,4,20.765701,4098,4,b08f0ca4
11,12,5,12.136279,4281,4,b08f0ca4
12,13,6,7.500787,5392,4,b08f0ca4
13,14,7,12.917806,4146,4,b08f0ca4
14,15,1,13.496847,4130,4,b08f0ca4
15,16,2,12.366352,4306,4,b08f0ca4
16,17,3,9.656163,3482,4,b08f0ca4
17,18,4,8.221791,5153,4,b08f0ca4
18,19,5,5.353962,5256,4,b08f0ca4
19,20,6,6.201692,4931,4,b08f0ca4
20,21,7,6.3369784,4442,4,b08f0ca4
21,22,1,8.464769,4908,4,b08f0ca4
22,23,2,4.872289,46,4,b08f0ca4
0,1,2,6.365775,1443,4,7d8f1716
1,2,3,22.928345,2247,4,7d8f1716
2,3,4,24.471638,2930,4,7d8f1716
3,4,5,19.624472,2704,4,7d8f1716
4,5,6,9.447327,3510,4,7d8f1716
5,6,7,9.297907,2629,4,7d8f1716
6,7,1,8.718336,1932,4,7d8f1716
7,8,2,15.92497,2133,4,7d8f1716
8,9,3,32.53368,2207,4,7d8f1716
9,10,4,16.208012,2517,4,7d8f1716
10,11,5,5.5628185,2808,4,7d8f1716
11,12,6,10.128598,2324,4,7d8f1716
12,13,7,7.6910706,2881,4,7d8f1716
13,14,1,16.565798,2601,4,7d8f1716
14,15,2,18.057165,2681,4,7d8f1716
15,16,3,19.214205,2469,4,7d8f1716
16,17,4,10.835839,2717,4,7d8f1716
17,18,5,6.7867866,3138,4,7d8f1716
18,19,6,9.895343,1938,4,7d8f1716
19,20,7,6.1170855,2562,4,7d8f1716
20,21,1,12.979341,3419,4,7d8f1716
21,22,2,11.039503,3080,4,7d8f1716
22,23,3,13.469155,2271,4,7d8f1716
23,24,4,16.963198,1570,4,7d8f1716
0,1,3,37.68498,1516,1,7ce36c38
1,2,4,11.813619,2316,1,7ce36c38
2,3,5,19.236748,3644,1,7ce36c38
3,4,6,40.522053,2484,1,7ce36c38
4,5,7,20.355017,3112,1,7ce36c38
5,6,1,22.952145,3122,1,7ce36c38
6,7,2,56.190395,3232,1,7ce36c38
7,8,3,25.811176,3290,1,7ce36c38
8,9,4,29.35017,2289,1,7ce36c38
9,10,5,11.528785,3378,1,7ce36c38
10,11,6,86.03934,3064,1,7ce36c38
11,12,7,17.66327,2438,1,7ce36c38
12,13,1,32.851616,3117,2,7ce36c38
13,14,2,24.657461,2013,2,7ce36c38
14,15,3,60.133656,3239,2,7ce36c38
15,16,4,17.152075,1546,2,7ce36c38
16,17,5,10.852604,2537,2,7ce36c38
17,18,6,64.97829,2716,2,7ce36c38
18,19,7,59.124268,1393,2,7ce36c38
19,20,1,68.93839,2105,2,7ce36c38
20,21,2,9.223277,3229,2,7ce36c38
21,22,3,20.738476,2055,2,7ce36c38
22,23,4,26.414423,2416,2,7ce36c38
23,24,5,66.57084,987,2,7ce36c38
24,25,6,49.333332,0,2,7ce36c38
0,1,5,9.360429,983,2,b9e90f7f
1,2,6,127.72564,4860,2,b9e90f7f
2,3,7,6.2808495,4317,2,b9e90f7f
3,4,1,20.766071,4402,2,b9e90f7f
4,5,2,99.177,5100,2,b9e90f7f
5,6,3,25.165922,2447,2,b9e90f7f
6,7,4,29.584885,5108,2,b9e90f7f
7,8,5,41.669376,4579,2,b9e90f7f
8,9,6,16.244196,5905,2,b9e90f7f
9,10,7,133.7623,7395,2,b9e90f7f
10,11,1,50.92219,5793,2,b9e90f7f
11,12,2,177.98834,7055,2,b9e90f7f
12,13,3,47.414547,5161,2,b9e90f7f
13,14,4,69.396835,5797,2,b9e90f7f
14,15,5,96.04816,6754,2,b9e90f7f
15,16,6,34.98861,5716,2,b9e90f7f
16,17,7,30.175106,5303,2,b9e90f7f
17,18,1,147.02065,5090,2,b9e90f7f
18,19,2,17.676256,1213,2,b9e90f7f
0,1,2,11.776654,2214,3,7c39c8e5
1,2,3,4.3858967,2504,3,7c39c8e5
2,3,4,37.390945,4933,3,7c39c8e5
3,4,5,3.8485513,2934,3,7c39c8e5
4,5,6,18.37207,7046,3,7c39c8e5
5,6,7,28.55209,5379,3,7c39c8e5
6,7,1,15.140159,1572,3,7c39c8e5
7,8,2,54.96742,3974,3,7c39c8e5
8,9,3,44.196636,6704,3,7c39c8e5
9,10,4,35.993233,6285,3,7c39c8e5
10,11,5,17.975998,4039,3,7c39c8e5
11,12,6,9.963459,4006,3,7c39c8e5
12,13,7,16.358597,8048,3,7c39c8e5
13,14,1,13.172266,1246,3,7c39c8e5
14,22,2,45.342968,0,3,7c39c8e5
15,23,3,14.783128,892,3,7c39c8e5
16,24,4,9.123117,15,3,7c39c8e5
17,25,5,27.198925,23,3,7c39c8e5
18,26,6,70.76244,1196,3,7c39c8e5
0,1,2,3.2257411,1753,1,8abbbc38
1,2,3,20.416994,5157,1,8abbbc38
2,3,4,6.3000364,2257,1,8abbbc38
3,4,5,11.3996,6862,1,8abbbc38
4,5,6,33.00133,6448,1,8abbbc38
5,6,7,21.302994,3614,1,8abbbc38
6,7,1,14.921426,6600,1,8abbbc38
7,8,2,25.79525,9743,1,8abbbc38
8,9,3,23.16719,6064,1,8abbbc38
9,10,4,82.54968,8125,1,8abbbc38
10,11,5,10.965603,5972,1,8abbbc38
11,12,6,23.533344,3588,1,8abbbc38
12,13,7,19.375862,4445,1,8abbbc38
13,14,1,33.444435,6360,1,8abbbc38
14,15,2,24.249168,7999,1,8abbbc38
15,16,3,6.3632407,4922,1,8abbbc38
16,17,4,70.97682,6673,1,8abbbc38
17,18,5,48.500637,10133,1,8abbbc38
18,19,6,18.537537,3975,1,8abbbc38
19,20,7,24.737991,4935,1,8abbbc38
20,21,1,19.9415,7563,1,8abbbc38
21,22,2,63.4615,6834,1,8abbbc38
22,23,3,26.360025,5244,1,8abbbc38
23,24,4,125.75258,9132,1,8abbbc38
24,25,5,19.591465,5246,1,8abbbc38
25,26,6,25.844326,4634,1,8abbbc38
26,27,7,10.280869,1537,1,8abbbc38
27,28,1,11.589703,8748,1,8abbbc38
28,29,2,21.064808,7266,1,8abbbc38
29,30,3,21.41829,6449,1,8abbbc38
30,31,4,37.293564,7643,1,8abbbc38
31,32,5,11.26405,7709,1,8abbbc38
32,33,6,23.85215,436,1,8abbbc38
33,34,7,56.35681,0,1,8abbbc38
34,35,2,38.373928,1,1,8abbbc38
35,36,6,14.698021,0,1,8abbbc38
36,37,7,12.020765,7020,1,8abbbc38
0,1,2,70.465904,2177,2,72a0c969
1,2,3,49.370754,7379,2,72a0c969
2,3,4,56.53487,5817,2,72a0c969
3,4,5,86.47874,5813,2,72a0c969
4,5,6,29.3277,8426,2,72a0c969
5,6,7,12.49498,2620,2,72a0c969
6,7,1,75.98982,6296,2,72a0c969
7,8,2,131.99469,6761,2,72a0c969
8,9,3,89.0807,7562,2,72a0c969
9,10,4,241.46484,7082,2,72a0c969
10,11,5,111.310486,6978,2,72a0c969
11,12,6,30.02922,2790,2,72a0c969
12,13,7,402.958,8811,2,72a0c969
13,14,1,53.712296,4639,2,72a0c969
14,15,2,62.116558,6198,2,72a0c969
15,16,3,98.59422,8414,2,72a0c969
16,17,4,13.774199,1263,2,72a0c969
17,18,5,47.470276,262,2,72a0c969
18,19,6,149.58095,170,2,72a0c969
19,20,7,186.66667,69,2,72a0c969
20,21,1,186.66667,11,2,72a0c969
21,22,2,186.66667,53,2,72a0c969
22,23,3,186.66667,4,2,72a0c969
0,1,5,16.741386,987,1,c7d9e964
1,2,6,24.646847,3437,1,c7d9e964
2,3,7,15.086569,2489,1,c7d9e964
3,4,1,9.293699,1550,1,c7d9e964
4,5,2,52.344284,3788,1,c7d9e964
5,6,3,25.988426,4873,1,c7d9e964
6,7,4,18.358095,5938,1,c7d9e964
7,8,5,0.3909526,66,1,c7d9e964
8,9,6,9.552863,1002,1,c7d9e964
9,10,7,0.73358077,1,1,c7d9e964
10,11,1,3.3708942,1145,1,c7d9e964
11,12,5,16.792591,21,1,c7d9e964
12,13,6,19.495945,1,1,c7d9e964
13,14,7,43.11141,0,1,c7d9e964
14,15,4,16.919983,91,1,c7d9e964
15,16,5,1.111248,1,1,c7d9e964
16,17,6,4.981071,27,1,c7d9e964
17,18,1,1.133197,6,2,c7d9e964
18,19,4,56.240967,19,2,c7d9e964
19,20,5,69.96269,115,2,c7d9e964
20,21,1,23.811157,0,2,c7d9e964
21,22,2,24.657639,8,2,c7d9e964
0,1,3,32.003254,4565,4,9061cc9c
1,2,4,48.510414,6824,4,9061cc9c
2,3,5,9.657922,5025,4,9061cc9c
3,4,6,14.028531,5151,4,9061cc9c
4,5,7,14.864076,4494,4,9061cc9c
5,6,1,10.330012,5061,4,9061cc9c
6,7,2,12.072033,4874,4,9061cc9c
7,8,3,13.600825,4461,4,9061cc9c
8,9,4,10.414658,5653,4,9061cc9c
9,10,5,13.957812,3246,4,9061cc9c
10,11,6,8.821329,5199,4,9061cc9c
11,12,7,17.636719,5164,4,9061cc9c
12,13,1,16.435322,4034,4,9061cc9c
13,14,2,9.476663,4910,4,9061cc9c
14,15,3,11.765512,3086,4,9061cc9c
15,16,4,15.234273,6731,4,9061cc9c
16,17,5,12.213656,3833,4,9061cc9c
17,18,6,8.786614,3660,4,9061cc9c
18,19,7,17.446602,3156,4,9061cc9c
19,20,1,20.615858,3518,4,9061cc9c
20,21,2,17.92023,5102,4,9061cc9c
21,22,3,15.612315,4090,4,9061cc9c
22,23,4,21.926544,4513,4,9061cc9c
23,24,5,16.653484,2834,4,9061cc9c
24,25,6,65.8703,0,4,9061cc9c
25,26,7,144.15016,0,4,9061cc9c
26,27,1,5.0068035,318,4,9061cc9c
27,28,2,9.029898,10,4,9061cc9c
28,29,3,22.185308,20,4,9061cc9c
29,30,4,30.31973,4,4,9061cc9c
30,31,5,37.811028,91,4,9061cc9c
31,32,6,50.31644,172,4,9061cc9c
32,33,7,59.960773,1,4,9061cc9c
33,34,1,69.09356,2,4,9061cc9c
34,35,2,32.26049,90,4,9061cc9c
0,1,4,121.6053,4658,2,60c1ff37
1,2,5,74.09267,6301,2,60c1ff37
2,3,6,553.3049,13508,2,60c1ff37
3,4,7,271.68192,6103,2,60c1ff37
4,5,1,225.73076,7385,2,60c1ff37
5,6,2,101.17637,6897,2,60c1ff37
6,7,3,262.7467,6955,2,60c1ff37
7,8,4,252.4325,7420,2,60c1ff37
8,9,5,300.66278,7563,2,60c1ff37
9,10,6,11.196637,0,2,60c1ff37
10,11,7,16.431767,0,2,60c1ff37
11,12,1,321.71896,6410,2,60c1ff37
12,13,2,26.463816,0,2,60c1ff37
13,14,3,4.4285026,0,2,60c1ff37
14,15,4,92.37495,4935,2,60c1ff37
15,16,5,1.703504,0,2,60c1ff37
16,17,6,64.00665,2294,2,60c1ff37
17,18,7,10.67162,0,2,60c1ff37
18,19,1,263.38876,7405,2,60c1ff37
19,20,2,10.317019,29,2,60c1ff37
20,21,3,10.5,0,2,60c1ff37
21,22,4,10.5,0,2,60c1ff37
22,23,5,10.5,18,2,60c1ff37
0,1,2,1.2023816,365,1,9105b812
1,2,3,6.3536916,1633,1,9105b812
2,3,4,10.745094,2624,1,9105b812
3,5,6,0.0,0,1,9105b812
4,6,7,0.0,0,1,9105b812
5,7,1,0.0,0,1,9105b812
6,8,2,0.0,0,1,9105b812
7,9,3,0.0,1366,1,9105b812
8,10,4,0.0,2,1,9105b812
9,11,5,0.0,0,1,9105b812
10,12,6,0.0,1,1,9105b812
11,13,7,0.0,0,1,9105b812
12,14,1,0.0,0,1,9105b812
13,15,2,0.0,9,1,9105b812
14,16,3,0.0,0,1,9105b812
15,17,4,0.0,0,1,9105b812
16,18,5,0.0,0,1,9105b812
17,19,6,0.0,0,1,9105b812
18,20,7,0.0,0,1,9105b812
19,21,1,0.0,0,1,9105b812
20,22,2,0.0,0,1,9105b812
21,23,3,0.0,0,1,9105b812
0,1,5,29.275497,1045,1,bfb421f9
1,2,6,5.791775,4620,1,bfb421f9
2,3,7,15.189567,558,1,bfb421f9
3,4,1,33.36127,1671,1,bfb421f9
4,6,3,0.10311119,0,1,bfb421f9
5,7,4,1.4825721,0,1,bfb421f9
6,8,5,2.0568051,614,1,bfb421f9
7,9,6,0.70623374,0,1,bfb421f9
8,10,7,0.09500021,0,1,bfb421f9
9,11,1,0.59281313,0,1,bfb421f9
10,12,2,0.528095,0,1,bfb421f9
11,13,3,0.64821625,0,1,bfb421f9
12,16,6,0.7475836,0,1,bfb421f9
13,17,7,0.5,0,1,bfb421f9
14,18,1,0.6052632,0,1,bfb421f9
15,21,4,0.5,0,1,bfb421f9
16,22,5,0.5,0,1,bfb421f9
17,23,6,0.5,0,1,bfb421f9
18,24,7,0.5,0,1,bfb421f9
0,1,2,11.995923,574,1,75b53bd4
1,2,3,0.13942388,0,1,75b53bd4
2,3,4,0.27113944,0,1,75b53bd4
3,4,5,0.45922008,0,1,75b53bd4
4,5,6,0.5952663,0,1,75b53bd4
5,6,7,0.74411255,0,1,75b53bd4
6,7,1,0.899653,21,1,75b53bd4
7,8,2,0.7738086,2,1,75b53bd4
8,9,3,1.0327963,0,1,75b53bd4
9,10,4,1.3117782,2,1,75b53bd4
10,11,5,1.7389766,2,1,75b53bd4
11,12,6,2.0507913,0,1,75b53bd4
12,13,7,2.5860283,0,1,75b53bd4
13,14,1,2.9331439,1,1,75b53bd4
14,15,2,3.324856,5,1,75b53bd4
15,16,3,3.7234359,0,1,75b53bd4
16,17,4,3.7290876,4,1,75b53bd4
17,18,5,3.3065467,0,1,75b53bd4
18,19,6,2.1706793,2,1,75b53bd4
19,20,7,1.614507,0,1,75b53bd4
20,21,1,0.6030547,4,1,75b53bd4
21,22,2,0.5948166,0,1,75b53bd4
0,1,5,29.14309,2193,1,95cc96cc
1,2,6,16.620453,2593,1,95cc96cc
2,3,7,10.285056,3530,1,95cc96cc
3,4,1,27.43447,6298,1,95cc96cc
4,5,2,13.726396,7290,1,95cc96cc
5,6,3,14.642343,5438,1,95cc96cc
6,7,4,19.656399,7650,1,95cc96cc
7,8,5,13.999967,2653,1,95cc96cc
8,9,6,34.26474,4246,1,95cc96cc
9,10,7,41.806675,3372,1,95cc96cc
10,11,1,19.875187,4569,1,95cc96cc
11,12,2,42.33421,2106,1,95cc96cc
12,13,3,60.51266,3603,1,95cc96cc
13,14,4,6.8754315,5166,1,95cc96cc
14,15,5,36.034256,3925,1,95cc96cc
15,16,6,16.679115,2771,1,95cc96cc
16,17,7,14.754393,2356,1,95cc96cc
17,18,1,15.001821,5535,1,95cc96cc
18,19,2,29.49413,6345,1,95cc96cc
19,20,3,18.423626,4965,1,95cc96cc
20,21,4,20.413086,7231,1,95cc96cc
21,22,5,3.5447838,385,1,95cc96cc
22,23,6,34.193256,2103,1,95cc96cc
23,24,7,35.667168,2094,1,95cc96cc
24,25,1,22.641638,39,1,95cc96cc
0,1,1,112.21285,730,3,6795027a
1,2,2,56.138664,3872,3,6795027a
2,3,3,144.17297,5317,3,6795027a
3,4,4,53.258766,2149,3,6795027a
4,5,5,5.201651,0,3,6795027a
5,6,6,96.231606,1870,3,6795027a
6,7,7,14.3356085,139,3,6795027a
7,8,1,182.31044,3604,3,6795027a
8,9,2,2.273134,52,3,6795027a
9,10,3,4.697278,64,3,6795027a
10,11,4,3.4846787,4,3,6795027a
11,12,5,3.5,184,3,6795027a
12,13,6,3.5,265,3,6795027a
13,14,7,3.5,0,3,6795027a
14,15,1,3.5,0,3,6795027a
15,16,2,3.5,158,3,6795027a
16,17,3,3.5,78,3,6795027a
17,18,4,3.5,0,3,6795027a
18,19,5,3.5,136,3,6795027a
19,20,6,3.5,0,3,6795027a
20,21,7,3.5,398,3,6795027a
21,22,1,3.5,0,3,6795027a
22,23,2,3.5,0,3,6795027a
23,24,3,3.5,0,3,6795027a
24,25,4,3.5,417,3,6795027a
0,1,5,25.9616,3749,4,5f7537cf
1,2,6,34.471806,6609,4,5f7537cf
2,3,7,173.5804,8061,4,5f7537cf
3,4,1,43.127266,5840,4,5f7537cf
4,5,2,70.99484,4295,4,5f7537cf
5,6,3,110.63795,3927,4,5f7537cf
6,7,4,24.532774,4511,4,5f7537cf
7,8,5,60.770683,7547,4,5f7537cf
8,9,6,24.916243,8375,4,5f7537cf
9,10,7,25.011,6333,4,5f7537cf
10,11,1,12.03665,4450,4,5f7537cf
11,12,2,18.57681,3713,4,5f7537cf
12,13,3,15.218824,3646,4,5f7537cf
13,14,4,17.197277,5273,4,5f7537cf
14,15,5,81.74585,4372,4,5f7537cf
15,16,6,40.066372,6494,4,5f7537cf
16,17,7,164.89555,7597,4,5f7537cf
17,18,1,18.98549,3921,4,5f7537cf
18,19,2,50.415394,4250,4,5f7537cf
19,20,3,16.934935,3327,4,5f7537cf
20,21,4,14.762283,4814,4,5f7537cf
21,22,5,14.8218355,3541,4,5f7537cf
22,23,6,18.23164,5314,4,5f7537cf
23,24,7,112.95907,6604,4,5f7537cf
0,1,3,17.26817,1830,3,86bd716a
1,2,4,24.587269,1570,3,86bd716a
2,3,5,3.5208905,95,3,86bd716a
3,4,6,192.97607,8174,3,86bd716a
4,5,7,83.79782,2416,3,86bd716a
5,7,2,46.93319,0,3,86bd716a
6,8,3,154.4488,1725,3,86bd716a
7,9,4,224.02359,2801,3,86bd716a
8,10,5,17.482971,0,3,86bd716a
9,11,6,14.706399,0,3,86bd716a
10,13,1,6.803507,0,3,86bd716a
11,14,2,64.32983,2683,3,86bd716a
12,15,3,18.018585,1044,3,86bd716a
13,16,4,1.5,0,3,86bd716a
14,17,5,1.5,0,3,86bd716a
15,18,6,1.5,0,3,86bd716a
16,20,1,1.5,0,3,86bd716a
17,21,2,1.5,0,3,86bd716a
18,24,5,1.5,0,3,86bd716a
0,1,3,13.576891,1030,2,95d57ff9
1,2,4,66.36846,5737,2,95d57ff9
2,3,5,0.25780004,15,2,95d57ff9
3,4,1,1.378422,0,2,95d57ff9
4,5,2,1.5850778,0,2,95d57ff9
5,6,3,1.9886376,0,2,95d57ff9
6,7,4,2.4240382,0,2,95d57ff9
7,8,5,2.8469667,0,2,95d57ff9
8,9,7,3.5885348,0,2,95d57ff9
9,10,2,4.012713,0,2,95d57ff9
10,11,3,4.431495,0,2,95d57ff9
11,12,4,4.8808,0,2,95d57ff9
12,13,6,5.4635887,0,2,95d57ff9
13,14,7,5.7413807,0,2,95d57ff9
14,15,1,6.0919566,0,2,95d57ff9
15,16,2,6.349814,0,2,95d57ff9
16,17,4,7.341812,0,2,95d57ff9
17,18,7,8.155694,0,2,95d57ff9
18,19,1,8.493321,0,2,95d57ff9
19,20,2,8.796166,0,2,95d57ff9
20,21,5,9.945486,0,2,95d57ff9
21,22,6,10.181131,0,2,95d57ff9
22,23,7,10.750284,0,2,95d57ff9
23,24,2,11.145704,15,2,95d57ff9
24,25,3,11.326392,1,2,95d57ff9
25,26,4,11.761236,0,2,95d57ff9
26,27,5,6.0560956,104,2,95d57ff9
27,28,6,1.9967166,59,2,95d57ff9
28,29,7,1.0516776,45,2,95d57ff9
29,30,1,6.0176306,337,2,95d57ff9
30,31,2,8.69552,3,2,95d57ff9
0,1,2,11.45531,1248,1,85d99199
1,2,3,11.133219,2609,1,85d99199
2,3,4,12.318896,2337,1,85d99199
3,4,5,11.105967,2932,1,85d99199
4,5,6,3.9756718,2813,1,85d99199
5,6,7,5.569236,1785,1,85d99199
6,7,1,3.42292,1275,1,85d99199
7,8,2,9.783028,1484,1,85d99199
8,9,3,12.362757,1564,1,85d99199
9,10,4,9.072501,1877,1,85d99199
10,11,5,6.512026,1725,1,85d99199
11,12,6,13.013409,1698,1,85d99199
12,13,7,17.352333,1637,1,85d99199
13,14,1,15.755141,1939,1,85d99199
14,15,2,6.2268972,1823,1,85d99199
15,16,3,4.061526,1773,1,85d99199
16,17,4,5.704784,1877,1,85d99199
17,18,5,9.692541,2342,1,85d99199
18,19,6,81.21358,2273,1,85d99199
19,20,7,7.5283933,2250,1,85d99199
20,21,1,11.073617,1797,1,85d99199
21,22,2,11.52101,2554,1,85d99199
22,23,3,9.190654,3161,1,85d99199
23,24,4,6.363342,1993,1,85d99199
24,25,5,7.17567,2560,1,85d99199
25,26,6,18.780771,233,1,85d99199
0,1,3,8.781487,1839,1,857baaa6
1,2,4,20.985973,2228,1,857baaa6
2,3,5,21.316166,3828,1,857baaa6
3,4,6,19.724348,3063,1,857baaa6
4,5,7,32.855293,2407,1,857baaa6
5,6,1,23.863949,3645,1,857baaa6
6,7,2,9.799761,2501,1,857baaa6
7,8,3,3.0771487,1451,1,857baaa6
8,9,4,39.915867,582,1,857baaa6
9,10,5,0.49997398,5,1,857baaa6
10,11,6,61.268593,1163,1,857baaa6
11,12,7,2.7276928,154,1,857baaa6
12,13,1,39.61693,2324,1,857baaa6
13,14,2,2.6187763,211,1,857baaa6
14,15,3,12.6483,0,1,857baaa6
15,16,4,26.559217,0,1,857baaa6
16,17,5,40.642162,126,1,857baaa6
17,18,6,29.664751,3889,1,857baaa6
18,19,7,26.241142,2740,2,857baaa6
19,20,1,1.5713217,410,2,857baaa6
20,21,2,7.947695,1801,2,857baaa6
21,22,3,13.16846,3558,2,857baaa6
22,23,4,34.147057,3886,2,857baaa6
23,24,5,21.137648,283,2,857baaa6
0,1,2,34.728806,1108,3,8ec2cc63
1,2,3,104.84585,5231,3,8ec2cc63
2,3,4,21.427795,4483,3,8ec2cc63
3,4,5,23.46905,1228,3,8ec2cc63
4,5,6,7.262861,0,3,8ec2cc63
5,6,7,12.294936,0,3,8ec2cc63
6,7,1,194.50876,2678,3,8ec2cc63
7,8,2,1.8710862,0,3,8ec2cc63
8,9,3,2.342674,0,3,8ec2cc63
9,10,4,2.6564217,0,3,8ec2cc63
10,11,5,3.2831028,0,3,8ec2cc63
11,12,6,3.6743002,0,3,8ec2cc63
12,13,1,4.6446266,0,3,8ec2cc63
13,14,4,6.2821603,0,3,8ec2cc63
14,15,7,7.658633,0,3,8ec2cc63
15,16,1,13.099332,0,3,8ec2cc63
16,17,2,15.278877,0,3,8ec2cc63
17,18,3,15.755898,3,3,8ec2cc63
18,19,4,33.196968,140,3,8ec2cc63
0,1,5,13.514819,907,1,8148c785
1,2,6,18.897533,0,1,8148c785
2,3,7,27.3848,0,1,8148c785
3,4,1,15.553947,125,1,8148c785
4,5,2,5.074854,0,1,8148c785
5,6,3,9.833534,0,1,8148c785
6,7,4,13.2503395,0,1,8148c785
7,8,5,12.51697,216,1,8148c785
8,9,6,145.52567,859,1,8148c785
9,10,7,423.27173,105,1,8148c785
10,11,1,2.3072712,0,1,8148c785
11,12,2,4.147,9,1,8148c785
12,13,3,5.6453476,0,1,8148c785
13,14,4,7.5743074,0,1,8148c785
14,15,5,9.535132,0,1,8148c785
15,16,6,9.425462,0,1,8148c785
16,17,7,4.680396,0,1,8148c785
17,18,1,3.7456641,0,1,8148c785
18,19,2,2.9970093,0,1,8148c785
19,20,3,2.45568,0,1,8148c785
20,21,4,1.8798361,0,1,8148c785
21,22,5,1.817859,0,1,8148c785
22,23,6,0.970216,0,1,8148c785
23,24,7,0.52771384,0,1,8148c785
24,25,1,0.5,0,1,8148c785
0,1,3,20.343212,1556,1,9ce139d3
1,2,4,7.7669206,4440,1,9ce139d3
2,3,5,5.32546,3488,1,9ce139d3
3,4,6,23.160612,4710,1,9ce139d3
4,5,7,5.40812,4429,1,9ce139d3
5,6,1,15.414059,5159,1,9ce139d3
6,7,2,35.760956,5427,1,9ce139d3
7,8,3,47.737164,4942,1,9ce139d3
8,9,4,15.283603,5203,1,9ce139d3
9,10,5,13.34698,5056,1,9ce139d3
10,11,6,15.169756,5856,1,9ce139d3
11,12,7,11.318105,3017,1,9ce139d3
12,13,1,11.927758,4553,1,9ce139d3
13,14,2,32.515068,4354,1,9ce139d3
14,15,3,11.524135,5063,1,9ce139d3
15,16,4,18.166285,4006,1,9ce139d3
16,17,5,17.289392,5577,1,9ce139d3
17,18,6,75.81139,678,1,9ce139d3
18,19,7,36.755947,4975,1,9ce139d3
19,20,1,14.4010515,4973,1,9ce139d3
20,21,2,43.622223,4422,1,9ce139d3
21,22,3,44.585167,5045,1,9ce139d3
22,23,4,26.87089,4893,1,9ce139d3
23,24,5,17.42898,5874,1,9ce139d3
24,25,6,13.704227,5335,1,9ce139d3
25,26,7,13.771893,4912,1,9ce139d3
26,27,1,19.968967,3994,1,9ce139d3
27,28,2,27.143917,4467,1,9ce139d3
28,29,3,19.863941,4215,1,9ce139d3
29,30,4,21.589153,3613,1,9ce139d3
30,31,5,20.764244,209,1,9ce139d3
31,32,6,9.039013,85,1,9ce139d3
32,33,7,0.1379938,13,1,9ce139d3
33,34,1,37.015472,43,1,9ce139d3
34,35,2,11.865245,1,1,9ce139d3
35,36,3,4.7896028,29,1,9ce139d3
0,1,4,119.23468,238,3,bbd71a7c
1,2,5,17.926687,23,3,bbd71a7c
2,3,6,94.98448,319,3,bbd71a7c
3,4,7,5.3824596,14,3,bbd71a7c
4,5,1,0.68463534,0,3,bbd71a7c
5,6,2,3.0407517,0,3,bbd71a7c
6,7,3,5.9688244,3,3,bbd71a7c
7,8,4,4.170959,0,3,bbd71a7c
8,9,5,2.179426,0,3,bbd71a7c
9,10,6,2.5,0,3,bbd71a7c
10,17,6,2.5,0,4,bbd71a7c
11,19,1,2.5,0,4,bbd71a7c
12,23,5,2.5,0,4,bbd71a7c
0,1,3,21.094543,1078,1,6a864b11
1,2,4,11.165868,1794,1,6a864b11
2,3,5,9.773244,2787,1,6a864b11
3,4,6,21.965485,3685,1,6a864b11
4,5,7,114.12447,3104,1,6a864b11
5,6,1,13.209291,3807,1,6a864b11
6,7,2,43.29265,3553,1,6a864b11
7,8,3,96.07616,3535,1,6a864b11
8,9,4,74.87505,3485,1,6a864b11
9,10,5,23.752014,3604,1,6a864b11
10,11,6,51.54138,2169,1,6a864b11
11,12,7,29.714727,2164,1,6a864b11
12,13,1,11.611234,2558,1,6a864b11
13,14,2,13.275947,2927,1,6a864b11
14,15,3,14.830485,2248,1,6a864b11
15,16,4,36.929794,4498,1,6a864b11
16,17,5,33.386993,3845,1,6a864b11
17,18,6,75.403145,4602,1,6a864b11
18,19,7,36.6333,2631,1,6a864b11
19,20,1,21.488354,2507,1,6a864b11
20,21,2,64.28593,3163,1,6a864b11
21,22,3,26.15091,3120,1,6a864b11
22,23,4,9.153847,2220,1,6a864b11
0,1,1,38.519268,1940,3,812f6873
1,2,2,328.56683,8931,3,812f6873
2,3,3,351.70187,10089,3,812f6873
3,4,4,151.1194,10037,3,812f6873
4,5,5,303.97794,7881,3,812f6873
5,6,6,122.089165,2007,3,812f6873
6,7,7,286.98642,2947,3,812f6873
7,8,1,550.22754,7082,3,812f6873
